,383.15,384.15,385.15,386.15,387.15,388.15,389.15,390.15,391.15,392.15,393.15,394.15,395.15,396.15,397.15,398.15,399.15,400.15,401.15,402.15,403.15,404.15,405.15,406.15,407.15,408.15,409.15,410.15,411.15,412.15,413.15,414.15,415.15,416.15,417.15,418.15,419.15,420.15,421.15,422.15,423.15
Reactant2,-6.18943719,-6.17671766,-6.16403929,-6.15140196,-6.13880554,-6.12624992,-6.11373498,-6.1012606,-6.08882667,-6.07643306,-6.06407967,-6.05176638,-6.03949307,-6.02725962,-6.01506594,-6.0029119,-5.99079739,-5.9787223,-5.96668652,-5.95468994,-5.94273246,-5.93081395,-5.91893432,-5.90709345,-5.89529124,-5.88352759,-5.87180238,-5.8601155,-5.84846687,-5.83685637,-5.82528389,-5.81374934,-5.80225261,-5.7907936,-5.77937221,-5.76798833,-5.75664188,-5.74533273,-5.73406081,-5.722826,-5.71162821
TS2_fwd,-19.11325668,-19.07965174,-19.04615048,-19.01275267,-18.97945804,-18.94626637,-18.9131774,-18.8801909,-18.84730663,-18.81452433,-18.78184378,-18.74926472,-18.71678693,-18.68441016,-18.65213417,-18.61995873,-18.58788359,-18.55590852,-18.52403328,-18.49225763,-18.46058134,-18.42900417,-18.39752588,-18.36614624,-18.334865,-18.30368193,-18.2725968,-18.24160937,-18.2107194,-18.17992666,-18.14923091,-18.11863191,-18.08812943,-18.05772323,-18.02741307,-17.99719873,-17.96707995,-17.93705652,-17.90712818,-17.87729471,-17.84755586
Product1,-8.9667307,-8.94816092,-8.92965581,-8.91121517,-8.89283881,-8.87452655,-8.85627819,-8.83809355,-8.81997244,-8.80191467,-8.78392007,-8.76598845,-8.74811962,-8.73031341,-8.71256964,-8.69488812,-8.67726869,-8.65971116,-8.64221537,-8.62478112,-8.60740827,-8.59009662,-8.57284601,-8.55565627,-8.53852723,-8.52145873,-8.50445059,-8.48750265,-8.47061474,-8.4537867,-8.43701837,-8.42030958,-8.40366018,-8.38707,-8.37053888,-8.35406667,-8.3376532,-8.32129832,-8.30500187,-8.2887637,-8.27258366
TS1_fwd,-17.54089495,-17.51215875,-17.4835064,-17.45493773,-17.42645256,-17.39805072,-17.36973203,-17.34149634,-17.31334346,-17.28527322,-17.25728546,-17.22937999,-17.20155666,-17.17381529,-17.14615571,-17.11857775,-17.09108125,-17.06366602,-17.0363319,-17.00907871,-16.9819063,-16.95481448,-16.92780308,-16.90087194,-16.87402088,-16.84724972,-16.8205583,-16.79394645,-16.76741398,-16.74096073,-16.71458651,-16.68829117,-16.66207452,-16.63593638,-16.60987658,-16.58389495,-16.55799131,-16.53216547,-16.50641727,-16.48074651,-16.45515304
Reactant1,-5.95501957,-5.94145021,-5.92792567,-5.91444578,-5.90101039,-5.88761933,-5.87427245,-5.86096959,-5.84771059,-5.83449529,-5.82132354,-5.80819518,-5.79511008,-5.78206807,-5.769069,-5.75611274,-5.74319912,-5.73032801,-5.71749926,-5.70471273,-5.69196828,-5.67926576,-5.66660504,-5.65398598,-5.64140844,-5.62887228,-5.61637738,-5.60392359,-5.59151078,-5.57913883,-5.5668076,-5.55451697,-5.5422668,-5.53005697,-5.51788735,-5.50575783,-5.49366826,-5.48161854,-5.46960854,-5.45763814,-5.44570723
HBr,-0.86528371,-0.85808757,-0.85090298,-0.8437299,-0.8365683,-0.82941812,-0.82227934,-0.81515191,-0.80803579,-0.80093095,-0.79383734,-0.78675493,-0.77968367,-0.77262354,-0.76557448,-0.75853647,-0.75150947,-0.74449343,-0.73748833,-0.73049412,-0.72351077,-0.71653825,-0.70957651,-0.70262551,-0.69568523,-0.68875563,-0.68183668,-0.67492833,-0.66803055,-0.66114331,-0.65426657,-0.6474003,-0.64054447,-0.63369904,-0.62686397,-0.62003924,-0.6132248,-0.60642063,-0.5996267,-0.59284296,-0.58606939
Product2,-12.53160709,-12.50734098,-12.48315955,-12.45906258,-12.43504984,-12.41112111,-12.38727618,-12.36351481,-12.3398368,-12.31624192,-12.29272996,-12.2693007,-12.24595393,-12.22268944,-12.19950701,-12.17640643,-12.1533875,-12.13045,-12.10759373,-12.08481847,-12.06212403,-12.0395102,-12.01697678,-11.99452356,-11.97215033,-11.94985691,-11.92764309,-11.90550867,-11.88345346,-11.86147725,-11.83957985,-11.81776107,-11.79602072,-11.77435859,-11.7527745,-11.73126826,-11.70983967,-11.68848855,-11.6672147,-11.64601795,-11.6248981
