temperature,rate_R1_fwd,rate_R2_fwd
376.1331155573704,8.086503033397807e-12,1.6939462040435924e-11
377.13352388730095,8.829228856042247e-12,1.8418254871547798e-11
378.1339322172315,9.635893488745963e-12,2.001768339272795e-11
379.13434054716214,1.0511626195102132e-11,2.17468848981136e-11
380.1347488770927,1.1461936926707814e-11,2.361563420849367e-11
381.13515720702327,1.2492742308258505e-11,2.5634384110272605e-11
382.1355655369539,1.3610393054998762e-11,2.7814308389504498e-11
383.13597386688446,1.4821703262587133e-11,3.0167346874969276e-11
384.136382196815,1.6133981283642682e-11,3.2706253596574475e-11
385.13679052674564,1.7555062650316116e-11,3.544464710390706e-11
386.1371988566762,1.909334491151125e-11,3.839706393694808e-11
387.1376071866068,2.075782441990346e-11,4.157901494205245e-11
388.1380155165374,2.2558135560249516e-11,4.5007044641482243e-11
389.13842384646796,2.4504592101242568e-11,4.8698794053038245e-11
390.1388321763985,2.6608230967183683e-11,5.2673066477809155e-11
391.13924050632914,2.8880858789381896e-11,5.6949897552216096e-11
392.1396488362597,3.133510079795618e-11,6.155062825136244e-11
393.1400571661903,3.3984452813669367e-11,6.649798249588775e-11
394.1404654961209,3.6843336197077854e-11,7.181614831903011e-11
395.14087382605146,3.992715558442997e-11,7.753086384579403e-11
396.141282155982,4.3252360529302565e-11,8.366950716672005e-11
397.14169048591265,4.683650989672662e-11,9.026119145618934e-11
398.1420988158432,5.0698340280410655e-11,9.733686440199576e-11
399.1425071457738,5.4857838296707926e-11,1.0492941376125505e-10
400.1429154757044,5.93363163378731e-11,1.1307377691629424e-10
401.14332380563496,6.415649327028876e-11,1.218070571900019e-10
