temperature,rate_R1_fwd,rate_R1_rev,rate_R2_fwd,rate_R2_rev,rate_R3_fwd,rate_R3_rev,rate_R4_fwd,rate_R4_rev,rate_R5_fwd,rate_R5_rev,rate_R6_fwd,rate_R6_rev,rate_R7_fwd,rate_R7_rev,rate_R8_fwd,rate_R8_rev
1319.518170681911,17.65996206207758,53728628520744.97,8.561173112021534,1831255304712771.5,3.754348639021435,47078720273345.836,1.0995722134892698,355531670490552.8,2404612297813.0493,1.404588708677384,5996235342881.556,0.0048356271511931235,1013750452022.3698,1.2086895299742932,2938123130546.7437,0.013187390318456718
1320.5185790118417,17.72718455968827,53737667681766.38,8.609222454079758,1826746498074551.8,3.771799916266228,47080140248896.78,1.1069590603219948,354705592330077.94,2410857771200.252,1.419089077501116,6005634635516.14,0.004902759302693314,1015485151148.6172,1.220292275886835,2943039837519.162,0.013373896406249182
1321.5189873417721,17.79459129899573,53746697333478.71,8.657483139542054,1822255728476560.8,3.789312262691009,47081561290319.28,1.114386175583858,353882704186495.5,2417109904255.5703,1.4337187229697663,6015034241148.019,0.00497072609036204,1017220173358.2574,1.2319902170934325,2947957250771.6924,0.013562769782061822
1322.5193956717028,17.862182574989646,53755717489110.57,8.705955822306079,1817782901766754.8,3.8068858168481245,47082983393385.305,1.121853724109313,353062989806215.9,2423368686644.9595,1.4484786044490567,6024434148974.36,0.005039536624314826,1018955516127.9518,1.2437839932010355,2952875363631.634,0.013754036905226665
1323.5198040016332,17.92995868569557,53764728164931.484,8.754641157909916,1813327923971282.8,3.824520717184286,47084406544181.17,1.1293618714744205,352246433099030.7,2429634107669.699,1.463369687336559,6033834346739.3,0.0051092000997833955,1020691177104.5284,1.2556742476141958,2957794169232.0293,0.013947724487700227
1324.520212331564,17.997919927515163,53773729375559.75,8.803539801753265,1808890701821824.2,3.842217102370272,47085830728699.11,1.1369107833457732,351433018013954.3,2435906157112.293,1.4783929424619406,6043234823184.239,0.00517972579732575,1022427153749.2339,1.2676616266854996,2962713661113.281,0.014143859498878045
1325.5206206614946,18.06606659414024,53782721130830.68,8.852652411123435,1804471142750008.0,3.8599751110781657,47087255950652.914,1.1445006258023531,350622728661684.2,2442184824460.736,1.4935493457958995,6052635566821.877,0.005251123082544642,1024163443604.2965,1.2797467797098632,2967633832189.755,0.01434246915772133
1326.521028991425,18.134398985470547,53791703446751.75,8.901979644958068,1800069154829494.2,3.877794882880966,47088682190367.125,1.1521315657040572,349815549221566.8,2448470099332.1387,1.5088398797649747,6062036566110.177,0.005323401409916627,1025900044233.7798,1.2919303598960277,2972554676041.921,0.014543580951147456
1327.5214373213557,18.20291739554347,53800676339244.77,8.951522161254731,1795684646509825.2,3.8956765555490174,47090109440406.79,1.1598037697922596,349011463920944.2,2454761971331.393,1.5242655317186418,6071437809804.65,0.005396570318251894,1027636953253.5583,1.3042130234955271,2977476185881.665,0.014747222622501862
1328.5218456512862,18.271622124118565,53809639824146.125,9.00128062172904,1791317526927606.8,3.9136202697889027,47091537700097.42,1.1675174057589703,348210457156660.75,2461060429979.26,1.539827295033421,6080839286429.093,0.005470639437505378,1029374168181.8412,1.3165954299150686,2982398354809.2847,0.014953422178895986
1329.5222539812169,18.34051346610711,53818593914074.31,9.051255687145748,1786967705953098.5,3.931626163701219,47092966953596.98,1.1752726412383157,347412513422787.5,2467365464854.7866,1.555526168518923,6090240984627.591,0.0055456184835181365,1031111686648.2914,1.3290782421445735,2987321176855.532,0.015162207894604618
1330.5226623111475,18.409591717370667,53827538619994.016,9.10144801885026,1782635093665394.5,3.9496943769702146,47094397191823.76,1.18306964468563,346617617229244.1,2473677065451.944,1.5713631571576403,6099642892809.744,0.005621517263228323,1032849506154.3684,1.3416621261939512,2992244644724.722,0.01537360830742785
1331.523070641078,18.478857177962933,53836473959049.375,9.151858281684024,1778319600818565.8,3.9678250495114553,47095828409716.48,1.1909085849401342,345825753283219.4,2479995221467.1226,1.5873392714107044,6109044999859.379,0.005698345673467929,1034587624313.0139,1.354347751876526,2997168751964.1675,0.015587652229100654
1332.5234789710087,18.548310142488653,53845399946733.84,9.20248713949775,1774021139042867.8,3.986018320429729,47097260598010.87,1.198789631014147,345036906306598.5,2486319922367.433,1.6034555273658908,6118447294069.13,0.005776113700445133,1036326038849.4736,1.3671357920053935,3002093492097.0757,0.015804368739403912
